Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
5969,2,0.0,2,5,1,0,2,10,2017,8,31,2,0.0,0,0,85.0,0.0,2
5970,1,0.0,2,2,1,0,2,37,2017,9,20,1,0.0,0,0,95.0,,2
5971,2,0.0,0,3,1,0,1,98,2018,7,21,1,0.0,0,0,124.8,0.0,1
5972,2,2.0,0,1,1,0,3,140,2018,5,7,1,0.0,0,0,177.3,0.0,1
5973,2,0.0,2,1,1,0,2,19,2017,12,5,1,0.0,0,0,69.0,2.0,2
5974,2,0.0,2,2,1,0,2,250,2018,12,30,1,,0,0,84.15,,1
5975,2,0.0,0,1,3,0,2,139,2018,7,2,1,0.0,0,0,85.5,0.0,1
5976,2,0.0,0,3,1,0,1,8,2017,9,8,1,0.0,0,0,87.78,,2
5977,2,0.0,1,2,1,0,1,124,2018,5,6,1,0.0,0,0,114.3,0.0,2
5978,1,0.0,0,1,1,0,1,6,2018,11,8,3,0.0,0,0,94.0,,2
5979,2,0.0,2,1,1,0,2,180,2018,10,1,1,0.0,0,0,108.9,0.0,1
5980,2,0.0,0,2,1,0,1,57,2018,4,22,1,0.0,0,0,118.8,0.0,1
5981,3,0.0,2,5,1,0,3,87,2018,7,9,1,0.0,0,0,181.16,2.0,2
5982,2,2.0,0,2,1,0,3,326,2018,12,30,1,0.0,0,0,188.88,,1
5983,1,0.0,0,1,1,0,2,0,2017,8,28,1,,0,0,96.0,2.0,2
5984,1,0.0,1,0,1,0,2,0,2018,10,17,3,1.0,0,1,95.0,0.0,2
5985,2,,0,0,1,0,1,23,2018,12,8,1,0.0,0,0,0.0,1.0,2
5986,2,0.0,1,2,1,0,4,8,2018,3,11,1,0.0,0,0,103.0,1.0,2
5987,2,0.0,1,2,1,0,2,273,2018,5,13,2,,0,0,95.0,0.0,1
5988,3,0.0,0,1,1,0,1,95,2018,5,21,1,0.0,0,0,159.3,0.0,1
5989,2,0.0,1,2,1,0,4,224,2017,10,2,2,0.0,0,0,65.0,1.0,2
5990,1,0.0,0,2,1,0,2,1,2017,11,10,3,1.0,0,1,40.0,1.0,2
5991,3,0.0,0,0,1,0,1,57,2018,4,1,1,0.0,0,0,0.0,2.0,2
5992,2,0.0,0,3,1,0,2,308,2018,11,23,1,0.0,0,0,78.3,2.0,1
5993,2,0.0,1,3,2,0,2,228,2018,10,20,1,0.0,0,0,123.25,3.0,2
5994,1,0.0,0,2,1,0,2,5,2018,10,25,5,0.0,0,0,95.0,0.0,2
5995,2,0.0,0,1,1,0,2,5,2018,1,23,1,0.0,0,0,98.0,0.0,2
5996,2,0.0,0,3,1,0,1,32,2018,12,14,1,0.0,0,0,87.78,2.0,2
5997,3,0.0,0,4,1,0,1,193,2018,12,28,1,0.0,0,0,120.7,,1
5998,3,,0,2,1,0,1,88,2018,8,19,1,0.0,0,0,150.3,2.0,2
5999,2,0.0,0,4,1,0,2,36,2018,12,28,1,0.0,0,0,168.73,,2
6000,2,0.0,2,1,1,0,2,28,2018,2,6,1,0.0,0,0,84.3,2.0,2
6001,2,0.0,0,1,3,0,2,29,2018,3,18,1,0.0,0,0,79.0,0.0,2
6002,3,0.0,1,0,2,0,1,21,2018,5,15,1,0.0,0,0,210.6,0.0,1
6003,1,0.0,0,2,1,0,2,164,2017,10,2,2,0.0,0,0,100.0,0.0,2
6004,2,0.0,2,3,1,0,1,92,2018,12,22,1,0.0,0,0,96.9,,2
6005,2,0.0,0,2,3,0,2,22,2018,7,6,1,0.0,0,0,139.0,1.0,2
6006,2,,1,1,3,0,2,15,2018,1,23,1,0.0,0,0,76.5,0.0,2
6007,2,,0,2,2,0,2,39,2017,8,14,2,0.0,0,0,101.5,0.0,2
6008,2,0.0,2,1,1,0,2,104,2018,5,14,1,0.0,0,0,126.9,1.0,2
6009,2,0.0,1,0,3,0,2,145,2018,6,27,1,0.0,0,0,85.5,1.0,2
6010,2,0.0,2,0,1,0,1,29,2018,9,4,1,,0,0,130.15,1.0,1
6011,2,,2,3,1,0,1,62,2018,9,18,1,0.0,0,0,149.4,0.0,2
6012,2,0.0,1,3,1,0,1,69,2018,4,18,1,0.0,0,0,110.08,1.0,2
6013,2,0.0,2,3,1,0,2,54,2017,10,3,1,0.0,0,0,74.15,2.0,2
6014,2,1.0,1,3,1,0,2,92,2018,10,31,1,0.0,0,0,106.43,,1
6015,2,0.0,2,0,3,0,2,14,2018,6,12,1,0.0,0,0,109.0,1.0,2
6016,1,0.0,1,3,1,0,2,58,2018,5,12,1,0.0,0,0,109.65,0.0,1
6017,2,0.0,2,1,1,0,2,20,2018,1,31,2,0.0,0,0,66.0,0.0,2
6018,2,0.0,0,3,1,0,2,72,2018,10,20,1,0.0,0,0,118.8,2.0,2
6019,1,0.0,0,2,1,0,2,35,2018,3,16,1,0.0,0,0,76.5,,2
6020,3,0.0,1,2,1,0,1,201,2018,10,3,1,0.0,0,0,142.56,2.0,1
6021,2,0.0,0,3,1,0,1,165,2018,8,24,1,0.0,0,0,112.8,1.0,1
6022,2,0.0,2,2,1,0,2,179,2018,9,30,1,0.0,0,0,113.4,0.0,1
6023,1,0.0,2,1,3,0,2,31,2018,10,2,1,0.0,0,0,114.3,1.0,1
6024,1,0.0,1,0,1,0,2,18,2018,2,22,1,0.0,0,0,85.0,0.0,2
6025,1,0.0,0,1,1,0,2,21,2018,7,5,3,0.0,0,0,84.0,0.0,2
6026,2,0.0,0,2,1,0,2,44,2018,11,2,2,0.0,0,0,75.0,0.0,2
6027,2,0.0,2,5,1,0,2,204,2018,8,18,1,0.0,0,0,94.59,1.0,1
6028,3,0.0,2,5,1,0,1,73,2018,7,1,2,0.0,0,0,117.64,1.0,2
6029,2,0.0,2,0,2,0,2,75,2018,10,30,2,0.0,0,0,105.0,0.0,1
6030,1,0.0,1,1,2,0,2,247,2018,6,6,2,0.0,0,0,90.0,0.0,2
6031,2,0.0,6,13,3,0,2,64,2018,3,10,1,0.0,0,0,70.46,0.0,1
6032,2,,2,3,3,0,2,28,2018,12,15,1,0.0,0,0,74.8,1.0,2
6033,2,0.0,0,2,1,0,2,245,2018,6,17,1,0.0,0,0,75.0,0.0,1
6034,2,2.0,2,1,1,0,3,110,2018,7,30,1,0.0,0,0,168.1,3.0,2
6035,3,0.0,1,2,1,0,1,250,2018,10,24,1,0.0,0,0,128.7,1.0,1
6036,1,0.0,0,1,3,0,2,11,2018,5,25,1,0.0,0,0,99.0,0.0,2
6037,2,0.0,1,3,1,0,2,168,2018,7,4,1,0.0,0,0,90.95,0.0,1
6038,2,,0,1,1,0,2,0,2018,9,15,1,,0,0,179.0,2.0,2
6039,2,0.0,0,4,1,0,1,90,2018,9,7,1,0.0,0,0,149.4,0.0,1
6040,2,0.0,1,2,1,0,2,130,2018,6,27,1,,0,0,96.3,0.0,2
6041,2,,1,4,1,0,4,16,2018,1,25,1,0.0,0,0,77.25,,2
6042,2,0.0,0,4,2,0,2,323,2018,5,17,1,0.0,0,0,112.0,1.0,1
6043,2,0.0,1,1,1,0,2,0,2017,9,21,3,0.0,0,0,65.0,0.0,2
6044,2,0.0,0,2,2,0,2,74,2017,9,18,2,0.0,0,0,101.5,0.0,2
6045,2,,0,4,1,0,1,47,2018,9,27,1,0.0,0,0,130.61,1.0,1
6046,2,0.0,0,4,1,0,2,14,2018,5,18,2,0.0,0,0,72.0,1.0,2
6047,2,0.0,1,2,1,0,2,133,2018,3,11,2,0.0,0,0,84.33,1.0,2
6048,2,0.0,2,2,3,0,2,148,2018,4,23,1,0.0,0,0,80.75,1.0,2
6049,2,0.0,2,3,1,0,2,276,2018,5,13,2,0.0,0,0,61.0,0.0,1
6050,2,0.0,2,5,1,0,2,208,2018,5,21,1,0.0,0,0,77.23,0.0,1
6051,2,0.0,0,2,1,0,2,146,2018,6,3,1,0.0,0,0,106.2,1.0,2
6052,2,0.0,0,3,3,0,2,148,2018,12,8,1,0.0,0,0,79.2,2.0,1
6053,2,0.0,0,3,1,0,2,44,2018,2,17,2,0.0,0,0,75.0,,2
6054,1,0.0,0,3,1,0,2,151,2018,1,19,2,0.0,0,0,80.0,0.0,2
6055,2,0.0,2,5,1,0,4,127,2018,3,19,1,0.0,0,0,94.7,1.0,1
6056,2,0.0,2,3,1,0,2,48,2018,12,4,1,0.0,0,0,88.4,1.0,2
6057,2,0.0,2,4,1,0,2,92,2017,7,1,1,0.0,0,0,76.5,2.0,2
6058,1,,2,1,1,0,2,1,2018,2,28,1,0.0,0,0,60.0,0.0,1
6059,0,2.0,1,0,1,0,4,197,2018,7,17,1,0.0,0,0,86.5,0.0,1
6060,1,0.0,1,4,3,0,2,54,2018,3,28,1,0.0,0,0,54.46,0.0,2
6061,2,0.0,0,2,2,0,2,377,2018,10,14,1,0.0,0,0,112.0,1.0,1
6062,2,0.0,0,2,2,0,2,257,2017,7,1,1,0.0,0,0,101.5,0.0,1
6063,1,0.0,2,5,1,0,2,93,2018,7,3,1,0.0,0,0,108.9,0.0,1
6064,1,0.0,0,1,1,0,2,7,2018,3,2,1,0.0,0,0,86.0,1.0,2
6065,2,0.0,2,2,1,0,2,204,2018,9,3,2,0.0,0,0,80.75,2.0,2
6066,2,0.0,0,3,1,0,2,190,2018,11,3,1,0.0,0,0,90.9,0.0,1
6067,1,0.0,2,3,1,0,2,6,2018,11,6,1,0.0,0,0,164.2,2.0,2
6068,2,0.0,0,2,1,0,1,141,2018,9,23,1,0.0,0,0,163.8,1.0,2
6069,2,0.0,0,3,1,0,1,232,2018,12,1,1,0.0,0,0,91.8,2.0,2
6070,2,0.0,0,2,2,0,2,377,2018,10,14,1,0.0,0,0,115.0,1.0,1
6071,2,0.0,1,3,1,0,2,36,2018,12,26,1,0.0,0,0,102.0,0.0,1
6072,1,0.0,0,2,1,0,2,29,2018,12,2,3,0.0,0,0,66.18,1.0,2
6073,2,1.0,2,2,1,0,2,92,2017,9,12,2,0.0,0,0,89.55,0.0,2
6074,2,0.0,2,2,1,0,4,50,2018,3,5,1,0.0,0,0,67.66,0.0,1
6075,1,0.0,1,1,1,1,2,17,2018,8,22,3,0.0,0,0,67.0,1.0,2
6076,2,0.0,2,3,1,0,2,59,2018,5,14,2,0.0,0,0,85.5,0.0,2
6077,2,0.0,0,3,1,0,2,22,2018,10,11,2,0.0,0,0,95.0,0.0,2
6078,1,0.0,1,2,1,0,2,114,2018,7,1,1,,0,0,75.0,0.0,1
6079,2,0.0,2,5,1,0,2,57,2017,12,25,1,0.0,0,0,72.47,0.0,2
6080,2,0.0,1,3,1,0,2,22,2017,9,17,1,,0,0,119.25,3.0,2
6081,2,0.0,2,2,1,0,2,57,2018,12,2,1,0.0,0,0,88.4,1.0,2
6082,2,,0,2,1,0,2,1,2017,9,30,2,1.0,1,0,102.6,0.0,2
6083,1,0.0,1,0,1,0,2,3,2018,4,11,3,1.0,0,14,65.0,1.0,2
6084,2,0.0,2,3,1,0,2,50,2018,1,22,2,0.0,0,0,60.0,0.0,2
6085,1,0.0,1,3,1,0,2,27,2018,12,1,1,0.0,0,0,96.0,1.0,2
6086,1,0.0,0,1,1,0,2,12,2018,4,8,1,0.0,0,0,101.0,0.0,2
6087,2,,2,2,1,0,4,160,2018,6,12,1,,0,0,103.22,1.0,1
6088,2,0.0,0,1,3,0,2,3,2018,8,20,1,0.0,0,0,128.0,1.0,2
6089,2,0.0,0,5,1,0,2,230,2018,9,6,1,0.0,0,0,137.0,1.0,1
6090,2,0.0,0,1,1,0,4,210,2017,7,30,1,,0,0,76.5,0.0,1
6091,2,0.0,2,1,3,0,2,45,2018,12,4,1,0.0,0,0,60.98,,2
6092,2,0.0,1,3,1,0,1,140,2018,7,18,1,,0,0,114.33,1.0,2
6093,1,0.0,0,2,3,0,2,41,2018,6,28,1,0.0,0,0,107.1,0.0,1
6094,2,0.0,0,1,3,0,2,19,2018,9,15,1,,0,0,139.0,2.0,2
6095,2,0.0,0,2,1,0,2,3,2017,8,21,1,,0,0,106.0,,2
6096,2,0.0,0,4,1,0,2,55,2018,3,1,1,0.0,0,0,78.08,,2
6097,1,0.0,0,2,1,0,1,8,2018,5,10,1,0.0,0,0,108.57,1.0,1
6098,1,0.0,0,2,1,0,2,26,2018,3,30,3,0.0,0,0,99.2,0.0,2
6099,1,0.0,2,0,1,0,2,1,2017,12,27,3,,0,5,65.0,,2
6100,2,0.0,0,3,1,0,2,12,2017,8,5,3,,0,0,65.0,0.0,2
6101,1,0.0,2,5,3,0,2,18,2017,10,3,1,1.0,1,0,78.17,0.0,2
6102,2,0.0,2,3,1,0,2,265,2018,10,9,1,0.0,0,0,100.3,0.0,1
6103,2,0.0,1,3,1,0,2,78,2018,3,7,2,,0,0,45.5,0.0,2
6104,2,,0,2,1,0,1,144,2018,6,15,1,0.0,0,0,140.4,2.0,2
6105,2,0.0,1,3,3,0,2,16,2018,12,29,1,0.0,0,0,91.8,0.0,2
6106,2,0.0,0,2,3,0,2,5,2018,7,28,1,0.0,0,0,124.0,0.0,1
6107,2,0.0,1,3,3,0,2,18,2018,11,7,2,,0,0,66.25,,2
6108,2,0.0,2,1,1,0,2,38,2018,3,5,1,0.0,0,0,83.9,1.0,2
6109,2,0.0,2,2,1,0,2,209,2017,9,6,1,,0,0,89.2,0.0,1
6110,3,,0,3,1,0,1,158,2018,7,7,1,0.0,0,0,146.7,,1
6111,1,,0,1,3,0,2,21,2018,9,28,1,0.0,0,0,129.0,2.0,2
6112,2,,2,5,1,0,1,46,2018,8,28,1,0.0,0,0,124.46,0.0,2
6113,2,0.0,1,3,1,0,2,158,2018,8,25,1,,0,0,90.95,1.0,2
6114,2,0.0,1,2,3,0,2,62,2018,3,4,1,0.0,0,0,69.5,1.0,2
6115,2,0.0,0,2,2,0,2,273,2017,7,17,1,0.0,0,0,109.0,0.0,1
6116,2,0.0,0,4,1,0,1,158,2018,5,25,1,0.0,0,0,123.25,1.0,1
6117,2,0.0,0,4,1,0,2,184,2018,8,9,1,0.0,0,0,99.45,1.0,1
6118,2,0.0,2,1,1,0,1,172,2018,9,18,2,0.0,0,0,90.95,1.0,2
6119,2,0.0,0,2,3,0,2,12,2018,9,14,3,0.0,0,0,100.0,1.0,2
6120,2,0.0,1,1,1,0,2,21,2018,2,13,1,0.0,0,0,91.0,0.0,1
6121,2,0.0,1,0,1,0,1,6,2018,8,21,1,0.0,0,0,145.0,2.0,2
6122,2,0.0,2,5,1,0,6,32,2018,9,13,1,0.0,0,0,137.52,0.0,1
6123,1,0.0,2,3,1,0,2,0,2017,9,20,4,,0,0,0.0,1.0,2
6124,2,,2,2,1,0,2,6,2017,12,6,2,0.0,0,0,58.0,0.0,2
6125,2,,0,3,1,0,2,26,2017,9,17,1,0.0,0,0,117.67,1.0,1
6126,2,0.0,1,2,3,0,2,109,2018,10,24,1,0.0,0,0,89.4,0.0,1
6127,2,0.0,1,1,3,0,2,4,2018,1,16,1,0.0,0,0,67.5,,2
6128,1,0.0,0,3,1,0,2,71,2018,6,14,2,0.0,0,0,120.0,0.0,2
6129,2,0.0,0,3,1,0,1,58,2018,9,28,1,0.0,0,0,152.7,1.0,2
6130,2,,1,4,1,0,2,206,2018,7,25,1,0.0,0,0,90.95,0.0,1
6131,3,0.0,0,3,1,0,3,13,2018,5,11,1,0.0,0,0,161.66,1.0,2
6132,2,,1,0,1,0,6,151,2018,6,27,2,0.0,0,0,200.0,0.0,1
6133,2,0.0,0,1,1,0,2,0,2017,9,11,1,0.0,0,0,124.0,1.0,2
6134,2,0.0,2,3,1,0,2,17,2018,11,27,1,0.0,0,0,83.2,0.0,1
6135,2,0.0,1,2,1,0,2,55,2018,2,5,1,0.0,0,0,59.28,1.0,2
6136,2,0.0,0,4,1,0,2,22,2017,9,16,1,0.0,0,0,114.5,1.0,2
6137,2,0.0,2,5,3,0,2,152,2018,8,20,1,0.0,0,0,91.93,0.0,1
6138,2,0.0,0,4,1,0,2,162,2018,7,5,1,0.0,0,0,99.45,1.0,2
6139,2,0.0,1,2,1,0,2,19,2018,3,4,1,0.0,0,0,74.64,0.0,1
6140,1,0.0,2,5,1,0,4,20,2017,9,1,2,0.0,0,0,85.5,1.0,2
6141,2,0.0,2,1,1,0,2,14,2017,12,5,2,0.0,0,0,69.0,1.0,2
6142,1,0.0,0,1,1,0,2,0,2017,9,8,1,,0,0,142.0,0.0,2
6143,2,0.0,1,3,1,0,2,59,2018,11,28,1,0.0,0,0,88.4,1.0,2
6144,2,1.0,1,1,1,0,2,80,2018,7,25,2,0.0,0,0,93.25,1.0,2
6145,2,2.0,0,4,1,0,3,0,2017,9,8,1,0.0,0,0,195.0,1.0,2
6146,2,0.0,1,3,1,0,2,322,2018,5,19,2,0.0,0,0,80.0,0.0,1
6147,2,,1,0,1,0,2,103,2018,4,11,1,0.0,0,0,76.22,1.0,2
6148,1,0.0,0,2,1,0,2,188,2018,6,15,1,0.0,0,0,130.0,,1
6149,2,0.0,1,2,2,0,2,315,2018,9,30,2,0.0,0,0,160.0,0.0,1
6150,1,0.0,0,2,1,0,2,2,2018,2,10,1,0.0,0,0,80.0,1.0,2
6151,2,0.0,0,3,1,0,1,313,2018,12,1,1,0.0,0,0,91.8,1.0,1
6152,2,0.0,0,3,1,0,2,146,2017,12,29,2,0.0,0,0,85.0,0.0,2
6153,2,0.0,0,3,1,0,2,79,2017,7,7,4,0.0,0,0,37.33,1.0,2
6154,2,0.0,0,2,1,0,2,86,2017,9,9,3,0.0,0,0,100.0,0.0,2
6155,2,,0,2,2,0,2,286,2018,9,16,1,0.0,0,0,117.0,1.0,1
6156,1,0.0,0,3,2,0,2,71,2018,5,10,2,0.0,0,0,98.0,0.0,2
6157,2,0.0,0,2,3,0,2,64,2018,4,13,1,0.0,0,0,94.5,1.0,2
6158,2,0.0,1,4,1,0,2,9,2017,8,31,1,0.0,0,0,109.0,2.0,2
6159,2,0.0,0,1,3,0,2,119,2018,11,10,1,0.0,0,0,161.1,1.0,2
6160,2,0.0,0,3,1,0,1,22,2018,6,2,1,0.0,0,0,149.33,0.0,1
6161,2,0.0,1,2,1,0,2,191,2018,6,3,1,0.0,0,0,132.0,0.0,1
6162,1,0.0,2,1,1,0,2,116,2018,2,28,1,0.0,0,0,61.0,0.0,1
6163,1,0.0,2,0,3,0,2,6,2018,5,8,1,0.0,0,0,99.0,2.0,2
6164,1,0.0,0,1,1,1,2,2,2018,5,4,3,,1,5,67.0,1.0,2
6165,2,0.0,0,2,1,0,2,7,2018,6,17,2,0.0,0,0,85.0,0.0,2
6166,2,0.0,0,1,1,0,2,56,2018,6,8,2,0.0,0,0,120.0,0.0,2
6167,2,0.0,0,2,3,1,2,1,2018,8,10,1,0.0,0,0,167.0,0.0,2
6168,1,0.0,0,2,1,0,1,2,2018,11,2,5,0.0,0,0,94.0,0.0,1
6169,2,0.0,0,3,1,0,2,12,2017,8,5,3,0.0,0,0,65.0,0.0,2
6170,2,0.0,0,2,1,0,1,1,2018,11,16,1,0.0,0,0,130.0,1.0,2
6171,2,0.0,2,3,1,0,2,42,2018,2,18,1,0.0,0,0,75.56,0.0,1
6172,2,0.0,1,1,1,0,2,3,2017,10,19,3,0.0,0,0,142.0,,2
6173,1,0.0,0,1,1,0,2,9,2018,2,27,1,0.0,0,0,80.0,0.0,2
6174,2,0.0,1,2,1,0,2,85,2018,4,15,1,0.0,0,0,96.3,0.0,1
6175,2,0.0,0,3,1,0,2,42,2017,12,31,2,0.0,0,0,118.0,0.0,2
6176,3,,2,0,1,0,1,31,2018,8,7,1,0.0,0,0,168.3,0.0,2
6177,2,2.0,2,3,1,0,4,41,2018,9,4,1,0.0,0,0,208.93,0.0,1
6178,1,0.0,0,3,1,0,1,19,2018,5,3,1,0.0,0,0,120.12,2.0,2
6179,2,0.0,2,1,1,0,2,205,2018,5,29,1,0.0,0,0,90.0,0.0,1
6180,2,0.0,0,2,1,0,6,117,2018,4,29,1,0.0,0,0,105.84,,1
6181,2,0.0,0,3,1,0,1,62,2017,11,19,2,,0,0,60.0,0.0,2
6182,2,,1,2,1,0,2,193,2018,6,20,2,0.0,0,0,120.0,0.0,1
6183,2,0.0,0,4,1,0,2,190,2018,10,26,1,0.0,0,0,96.3,0.0,1
6184,2,0.0,0,4,3,0,2,275,2018,12,28,1,0.0,0,0,72.25,0.0,1
6185,1,0.0,1,0,1,1,2,0,2018,11,14,3,1.0,0,1,67.0,0.0,2
6186,1,0.0,1,1,1,0,1,38,2018,2,22,1,0.0,0,0,91.9,1.0,2
6187,2,0.0,0,1,3,0,2,2,2018,2,13,1,0.0,0,0,79.0,0.0,1
6188,1,0.0,0,3,1,0,4,184,2018,10,4,1,0.0,0,0,101.05,,1
6189,1,0.0,1,0,1,0,2,20,2018,9,19,3,0.0,0,0,119.0,0.0,2
6190,2,0.0,0,3,3,0,2,128,2018,8,3,1,0.0,0,0,94.5,1.0,2
6191,1,0.0,1,0,1,0,2,6,2017,10,12,3,0.0,0,0,65.0,0.0,2
6192,2,,0,1,3,0,2,1,2018,2,11,1,0.0,0,0,80.0,,2
6193,2,0.0,1,2,1,0,2,20,2018,10,3,1,0.0,0,0,108.99,1.0,2
6194,2,,0,1,3,0,2,0,2018,1,21,1,0.0,0,0,81.0,0.0,2
6195,2,0.0,2,2,1,0,4,90,2018,3,25,1,0.0,0,0,79.8,1.0,2
6196,1,0.0,2,2,1,0,1,10,2018,9,30,5,1.0,2,1,110.0,0.0,2
6197,2,0.0,1,2,1,0,2,63,2018,6,20,1,0.0,0,0,99.9,1.0,2
6198,1,0.0,0,1,1,0,2,15,2018,8,17,1,0.0,0,0,124.0,,2
6199,2,0.0,0,3,1,0,2,37,2018,10,13,2,0.0,0,0,105.0,0.0,2
6200,2,0.0,0,1,1,0,1,116,2018,10,29,1,,0,0,104.4,0.0,2
6201,2,0.0,0,4,3,0,2,134,2018,7,13,1,0.0,0,0,89.25,0.0,2
6202,1,0.0,1,1,1,0,2,85,2018,6,4,1,0.0,0,0,117.0,1.0,2
6203,2,0.0,2,2,1,0,2,74,2018,4,1,1,0.0,0,0,59.37,0.0,2
6204,2,0.0,1,2,1,0,2,198,2018,9,9,1,,0,0,90.0,0.0,1
6205,2,0.0,0,2,1,0,2,15,2018,2,25,1,0.0,0,0,93.0,0.0,2
6206,1,0.0,1,0,1,0,2,1,2018,1,18,1,0.0,0,0,80.0,0.0,2
6207,2,0.0,0,4,3,0,2,54,2018,3,1,1,0.0,0,0,49.43,0.0,2
6208,2,1.0,2,3,1,0,1,66,2018,9,4,1,0.0,0,0,119.16,2.0,2
6209,2,0.0,0,2,1,0,2,211,2018,5,20,1,0.0,0,0,100.0,0.0,1
6210,2,0.0,1,2,1,0,2,207,2018,12,30,2,0.0,0,0,161.67,0.0,2
6211,2,0.0,2,1,2,0,2,23,2018,1,2,2,0.0,0,0,109.0,0.0,2
6212,2,2.0,1,3,1,0,3,8,2018,2,22,1,,0,0,171.0,0.0,1
6213,2,,0,1,1,0,2,0,2018,9,27,3,0.0,0,0,160.0,0.0,2
6214,2,,0,3,1,0,3,28,2018,10,18,1,0.0,0,0,160.2,1.0,2
6215,2,0.0,0,3,1,0,2,253,2018,12,8,1,0.0,0,0,78.3,2.0,2
6216,2,,0,3,3,0,2,146,2018,7,13,1,0.0,0,0,94.5,1.0,2
6217,2,,2,3,1,0,4,3,2017,11,8,1,0.0,0,0,87.7,,2
6218,1,0.0,0,1,1,0,2,14,2018,4,29,2,0.0,0,0,57.5,,2
6219,2,0.0,1,1,3,0,2,6,2018,5,23,1,0.0,0,0,119.0,2.0,2
6220,2,0.0,1,1,1,1,2,30,2018,8,29,1,0.0,0,0,122.85,1.0,2
6221,2,0.0,0,1,2,0,2,72,2017,9,18,2,0.0,0,0,108.0,,2
6222,2,0.0,1,2,1,0,1,24,2018,1,29,1,0.0,0,0,87.3,1.0,2
6223,2,,2,5,1,0,2,79,2018,3,12,1,0.0,0,0,56.94,1.0,2
6224,2,0.0,0,3,1,0,1,59,2018,10,19,1,0.0,0,0,139.5,1.0,1
6225,2,0.0,0,1,1,0,2,29,2017,9,15,1,0.0,0,0,105.0,1.0,2
6226,1,0.0,2,2,3,0,2,28,2018,7,3,1,0.0,0,0,132.05,,1
6227,2,0.0,2,3,1,0,2,212,2018,5,20,2,0.0,0,0,78.0,1.0,2
6228,2,0.0,0,1,3,0,2,11,2018,4,5,1,0.0,0,0,68.53,1.0,2
6229,1,0.0,0,1,1,0,2,3,2018,4,16,1,0.0,0,0,125.0,0.0,2
6230,1,0.0,0,2,1,0,2,19,2018,1,1,1,0.0,0,0,107.0,1.0,2
6231,2,0.0,0,2,1,0,2,317,2018,9,15,1,0.0,0,0,120.0,0.0,1
6232,2,0.0,2,1,1,0,2,229,2018,10,16,1,,0,0,96.3,0.0,1
6233,2,0.0,1,1,1,0,2,85,2018,7,2,1,0.0,0,0,114.3,,2
6234,2,0.0,2,1,3,0,2,99,2018,7,9,1,0.0,0,0,109.5,1.0,2
6235,1,0.0,0,2,1,0,2,164,2017,10,2,2,0.0,0,0,100.0,0.0,2
6236,3,,1,2,1,0,1,89,2018,7,25,1,0.0,0,0,137.7,2.0,2
6237,2,0.0,1,1,1,0,2,9,2018,10,29,1,0.0,0,0,116.8,1.0,2
6238,2,0.0,0,1,1,0,1,56,2018,6,4,1,0.0,0,0,140.4,0.0,1
6239,2,0.0,1,3,1,0,2,115,2017,9,10,1,0.0,0,0,89.25,,2
6240,1,0.0,2,0,2,0,2,132,2018,7,3,1,,0,0,90.9,1.0,2
6241,2,0.0,0,3,1,0,2,259,2018,5,5,1,,0,0,90.0,0.0,1
6242,2,0.0,0,1,3,0,2,191,2018,11,25,1,0.0,0,0,71.1,0.0,1
6243,2,0.0,0,2,2,0,2,63,2017,9,4,2,0.0,0,0,116.0,0.0,2
6244,1,0.0,0,2,1,0,2,32,2017,11,20,2,,0,0,73.0,0.0,2
6245,2,0.0,1,3,1,0,2,240,2018,10,27,1,0.0,0,0,90.95,2.0,2
6246,2,,0,1,3,0,2,12,2018,2,23,1,0.0,0,0,79.0,0.0,1
6247,1,0.0,0,3,1,0,2,71,2018,6,14,2,0.0,0,0,120.0,0.0,2
6248,2,,2,2,1,0,2,26,2018,8,7,1,0.0,0,0,151.0,2.0,2
6249,2,0.0,0,3,1,0,1,61,2018,4,7,1,0.0,0,0,118.8,0.0,2
6250,2,,1,2,1,0,2,66,2017,10,9,2,0.0,0,0,75.0,0.0,2
6251,2,0.0,0,2,1,0,2,11,2018,1,26,1,0.0,0,0,70.07,0.0,2
6252,2,0.0,2,3,2,0,2,39,2018,8,26,1,0.0,0,0,165.06,1.0,1
6253,2,0.0,0,3,3,0,2,0,2018,12,21,1,0.0,0,0,67.58,2.0,2
6254,3,0.0,1,5,1,0,1,123,2018,9,20,1,0.0,0,0,162.0,0.0,1
6255,1,0.0,0,2,1,0,2,64,2018,5,17,3,0.0,0,0,130.0,0.0,2
6256,2,0.0,0,2,1,0,2,122,2018,4,15,2,0.0,0,0,85.0,0.0,2
6257,2,0.0,2,1,2,0,2,110,2017,7,25,1,0.0,0,0,94.5,,1
6258,0,2.0,0,2,1,0,4,195,2018,12,2,1,0.0,0,0,71.22,0.0,1
6259,2,0.0,0,1,1,0,2,92,2018,11,11,2,0.0,0,0,90.0,,2
6260,2,0.0,0,2,1,0,2,315,2018,12,2,2,0.0,0,0,52.0,0.0,2
6261,2,,0,3,1,0,1,62,2018,10,13,1,0.0,0,0,132.3,2.0,2
6262,2,0.0,1,3,3,0,2,38,2018,6,27,2,0.0,0,0,63.75,0.0,2
